13f940bacb2a4ad697252ebdcb805735,Launch-IAP Funnel,Launch App,1
13f940bacb2a4ad697252ebdcb805735,Launch-IAP Funnel,Reach Level 2 of Game,2
13f940bacb2a4ad697252ebdcb805735,Launch-IAP Funnel,Offer Displayed,3
13f940bacb2a4ad697252ebdcb805735,Launch-IAP Funnel,Clicks on Purchase Offer,4
13f940bacb2a4ad697252ebdcb805735,Launch-IAP Funnel,In-App Purchase Complete,5
